종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","일반서비스","5340","10","0.19","241649733060"
"006840","AK홀딩스","KOSPI","기타금융","8110","200","2.53","107437719710"
"027410","BGF","KOSPI","기타금융","4150","40","0.97","397224682650"
"282330","BGF리테일","KOSPI","유통","126200","2900","2.35","2181228937200"
"138930","BNK금융지주","KOSPI","기타금융","19700","250","1.29","6113442550100"
"001460","BYC","KOSPI","섬유·의류","54100","6500","13.66","337916715000"
"001465","BYC우","KOSPI","섬유·의류","26550","1700","6.84","57184717500"
"001040","CJ","KOSPI","기타금융","223000","11000","5.19","6506470554000"
"079160","CJ CGV","KOSPI","오락·문화","6090","50","0.83","1008393271620"
"00104K","CJ4우(전환)","KOSPI","기타금융","182700","5700","3.22","772183742400"
"000120","CJ대한통운","KOSPI","운송·창고","136700","19600","16.74","3118447424800"
"011150","CJ씨푸드","KOSPI","음식료·담배","2925","50","1.74","105097511025"
"011155","CJ씨푸드1우","KOSPI","음식료·담배","15540","390","2.57","3108000000"
"001045","CJ우","KOSPI","기타금융","101500","2900","2.94","229412634500"
"097950","CJ제일제당","KOSPI","음식료·담배","228500","9500","4.34","3439881501000"
"097955","CJ제일제당 우","KOSPI","음식료·담배","142500","2500","1.79","189159202500"
"000480","CR홀딩스","KOSPI","비금속","4785","45","0.95","224370994650"
"000590","CS홀딩스","KOSPI","기타금융","83300","700","0.85","96168350600"
"012030","DB","KOSPI","IT 서비스","1677","-3","-0.18","337368685641"
"005830","DB손해보험","KOSPI","보험","171800","3200","1.90","11920171200000"
"016610","DB증권","KOSPI","증권","13530","480","3.68","574299643170"
"000990","DB하이텍","KOSPI","전기·전자","96800","-2200","-2.22","4211244118400"
"000300","DH오토넥스","KOSPI","운송장비·부품","4200","0","0.00","174035631000"
"001530","DI동일","KOSPI","유통","21400","400","1.90","422206592000"
"015590","DKME","KOSPI","기계·장비","515","0","0.00","122045495160"
"000210","DL","KOSPI","화학","46300","1500","3.35","970257429200"
"000215","DL우","KOSPI","화학","25000","500","2.04","42152875000"
"375500","DL이앤씨","KOSPI","건설","49400","1100","2.28","1911464976200"
"37550L","DL이앤씨2우(전환)","KOSPI","건설","35950","400","1.13","75924638450"
"37550K","DL이앤씨우","KOSPI","건설","24550","350","1.45","51895876750"
"007340","DN오토모티브","KOSPI","전기·전자","29250","1250","4.46","1711442801250"
"004840","DRB동일","KOSPI","화학","5670","50","0.89","113003100000"
"155660","DSR","KOSPI","금속","3965","20","0.51","63440000000"
"069730","DSR제강","KOSPI","금속","4160","140","3.48","59904000000"
"017860","DS단석","KOSPI","화학","19460","270","1.41","342188765520"
"092780","DYP","KOSPI","운송장비·부품","5220","-40","-0.76","68739361200"
"017940","E1","KOSPI","유통","95300","-8600","-8.28","653758000000"
"365550","ESR켄달스퀘어리츠","KOSPI","부동산","4370","5","0.11","1075408930000"
"383220","F&F","KOSPI","섬유·의류","77500","2300","3.06","2968798312500"
"007700","F&F홀딩스","KOSPI","기타금융","21250","950","4.68","831180298750"
"114090","GKL","KOSPI","오락·문화","13330","170","1.29","824536081100"
"078930","GS","KOSPI","기타금융","70000","-1300","-1.82","6504076460000"
"006360","GS건설","KOSPI","건설","21400","1100","5.42","1831443886000"
"001250","GS글로벌","KOSPI","유통","2465","45","1.86","203445728260"
"007070","GS리테일","KOSPI","유통","22350","1350","6.43","1868625725250"
"078935","GS우","KOSPI","기타금융","56000","200","0.36","99950256000"
"499790","GS피앤엘","KOSPI","기타금융","62000","800","1.31","1229512142000"
"012630","HDC","KOSPI","기타금융","20700","870","4.39","1236653624700"
"039570","HDC랩스","KOSPI","건설","8180","-40","-0.49","212333176180"
"089470","HDC현대EP","KOSPI","화학","5140","0","0.00","163966000000"
"294870","HDC현대산업개발","KOSPI","건설","23550","1650","7.53","1552117621500"
"267270","HD건설기계","KOSPI","기계·장비","130200","6700","5.43","6246230163600"
"009540","HD한국조선해양","KOSPI","기타금융","382000","-8000","-2.05","27035330312000"
"267250","HD현대","KOSPI","기타금융","245000","0","0.00","19353305825000"
"443060","HD현대마린솔루션","KOSPI","일반서비스","170100","1600","0.95","7625810083500"
"071970","HD현대마린엔진","KOSPI","기계·장비","84200","1600","1.94","2856189879000"
"322000","HD현대에너지솔루션","KOSPI","전기·전자","78900","-5900","-6.96","883680000000"
"267260","HD현대일렉트릭","KOSPI","전기·전자","939000","6000","0.64","33848259765000"
"329180","HD현대중공업","KOSPI","운송장비·부품","534000","-6000","-1.11","56049294150000"
"097230","HJ중공업","KOSPI","건설","23600","-350","-1.46","2130970118400"
"014790","HL D&I","KOSPI","건설","3185","5","0.16","120579644185"
"003580","HLB글로벌","KOSPI","유통","2155","-5","-0.23","109179853275"
"204320","HL만도","KOSPI","운송장비·부품","59000","1000","1.72","2770470080000"
"060980","HL홀딩스","KOSPI","기타금융","45450","400","0.89","418752529650"
"011200","HMM","KOSPI","운송·창고","21200","800","3.92","19996644964000"
"035000","HS애드","KOSPI","일반서비스","8540","150","1.79","138413279760"
"002460","HS화성","KOSPI","건설","12900","440","3.53","130935000000"
"487570","HS효성","KOSPI","기타금융","60100","-1000","-1.64","223928212700"
"298050","HS효성첨단소재","KOSPI","화학","259500","2000","0.78","1162546506000"
"015360","INVENI","KOSPI","일반서비스","78600","-100","-0.13","448020000000"
"175330","JB금융지주","KOSPI","기타금융","29800","250","0.85","5658561109800"
"234080","JW생명과학","KOSPI","제약","13140","470","3.71","208066039560"
"001060","JW중외제약","KOSPI","제약","32900","400","1.23","766107097000"
"001067","JW중외제약2우B","KOSPI","제약","58900","0","0.00","12367409700"
"001065","JW중외제약우","KOSPI","제약","28400","-50","-0.18","9711408400"
"096760","JW홀딩스","KOSPI","기타금융","4155","95","2.34","307158134010"
"008970","KBI동양철관","KOSPI","금속","1813","27","1.51","188129402391"
"105560","KB금융","KOSPI","기타금융","155500","4100","2.71","57978245752500"
"415640","KB발해인프라","KOSPI","기타금융","10050","60","0.60","1231582757400"
"432320","KB스타리츠","KOSPI","부동산","3560","0","0.00","361034854600"
"002380","KCC","KOSPI","화학","489500","4000","0.82","4349927554500"
"344820","KCC글라스","KOSPI","비금속","28200","750","2.73","450368438400"
"009070","KCTC","KOSPI","운송·창고","7500","410","5.78","225000000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","767","9","1.19","153985329147"
"003620","KG모빌리티","KOSPI","운송장비·부품","4020","75","1.90","813547146240"
"016380","KG스틸","KOSPI","금속","5800","190","3.39","580051602600"
"001390","KG케미칼","KOSPI","화학","5950","-10","-0.17","400036528500"
"001940","KISCO홀딩스","KOSPI","금속","23500","300","1.29","333144930000"
"025000","KPX케미칼","KOSPI","화학","50500","100","0.20","221124804500"
"092230","KPX홀딩스","KOSPI","화학","76700","0","0.00","324030348200"
"000040","KR모터스","KOSPI","운송장비·부품","426","-6","-1.39","36795828384"
"044450","KSS해운","KOSPI","운송·창고","10310","310","3.10","238015422800"
"030200","KT","KOSPI","통신","60700","1400","2.36","15297716279500"
"033780","KT&G","KOSPI","음식료·담배","172000","3500","2.08","20291982940000"
"058850","KTcs","KOSPI","IT 서비스","2870","50","1.77","122505950000"
"058860","KTis","KOSPI","IT 서비스","2930","65","2.27","101969860000"
"093050","LF","KOSPI","섬유·의류","21350","850","4.15","624274000000"
"003550","LG","KOSPI","기타금융","92900","1300","1.42","14327185246500"
"034220","LG디스플레이","KOSPI","전기·전자","11670","200","1.74","5835000000000"
"051900","LG생활건강","KOSPI","화학","274500","6000","2.23","4200524995500"
"051905","LG생활건강우","KOSPI","화학","116100","500","0.43","243774821700"
"064400","LG씨엔에스","KOSPI","IT 서비스","69000","-400","-0.58","6685130412000"
"373220","LG에너지솔루션","KOSPI","전기·전자","390500","-4000","-1.01","91377000000000"
"003555","LG우","KOSPI","기타금융","71200","1500","2.15","214397368800"
"032640","LG유플러스","KOSPI","통신","16020","270","1.71","6885850247100"
"011070","LG이노텍","KOSPI","전기·전자","243500","8000","3.40","5762940554500"
"066570","LG전자","KOSPI","전기·전자","104000","1400","1.36","16940184248000"
"066575","LG전자우","KOSPI","전기·전자","50400","300","0.60","866173996800"
"037560","LG헬로비전","KOSPI","오락·문화","2455","75","3.15","190132053575"
"051910","LG화학","KOSPI","화학","321000","10500","3.38","22660142103000"
"051915","LG화학우","KOSPI","화학","158500","3300","2.13","1218674800000"
"079550","LIG넥스원","KOSPI","금속","461000","13000","2.90","10142000000000"
"006260","LS","KOSPI","기타금융","218500","-7500","-3.32","6926450000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","637000","-9000","-1.39","19110000000000"
"000680","LS네트웍스","KOSPI","유통","3490","25","0.72","275022525840"
"229640","LS에코에너지","KOSPI","기타금융","42700","200","0.47","1307682333300"
"108320","LX세미콘","KOSPI","전기·전자","54700","-600","-1.08","889657210000"
"001120","LX인터내셔널","KOSPI","유통","43950","1200","2.81","1703502000000"
"108670","LX하우시스","KOSPI","화학","31100","750","2.47","278894537000"
"108675","LX하우시스우","KOSPI","화학","16930","270","1.62","17477346900"
"383800","LX홀딩스","KOSPI","기타금융","8750","200","2.34","667456037500"
"38380K","LX홀딩스1우","KOSPI","기타금융","8700","-10","-0.11","12747979500"
"023150","MH에탄올","KOSPI","음식료·담배","4390","55","1.27","32391729140"
"035420","NAVER","KOSPI","IT 서비스","254000","4000","1.60","39840570052000"
"181710","NHN","KOSPI","IT 서비스","33000","550","1.69","1080853587000"
"400760","NH올원리츠","KOSPI","부동산","3330","0","0.00","182914485750"
"005940","NH투자증권","KOSPI","증권","28450","1700","6.36","10137997298050"
"005945","NH투자증권우","KOSPI","증권","23650","950","4.19","446298393200"
"338100","NH프라임리츠","KOSPI","부동산","4450","10","0.23","83037000000"
"034310","NICE","KOSPI","일반서비스","13790","150","1.10","506881195030"
"030190","NICE평가정보","KOSPI","IT 서비스","17400","960","5.84","1025060569800"
"008260","NI스틸","KOSPI","금속","3700","180","5.11","105820432900"
"004250","NPC","KOSPI","화학","3895","55","1.43","143024400000"
"004255","NPC우","KOSPI","화학","2405","30","1.26","12698400000"
"456040","OCI","KOSPI","화학","78300","-100","-0.13","700980358500"
"010060","OCI홀딩스","KOSPI","기타금융","151900","-3100","-2.00","2836008240800"
"178920","PI첨단소재","KOSPI","화학","19750","-900","-4.36","579984859500"
"001340","PKC","KOSPI","화학","6570","140","2.18","295113933990"
"005490","POSCO홀딩스","KOSPI","금속","371000","7500","2.06","30026125192000"
"010950","S-Oil","KOSPI","화학","100600","1000","1.00","11325828875200"
"010955","S-Oil우","KOSPI","화학","55100","800","1.47","221608177700"
"034120","SBS","KOSPI","오락·문화","18690","460","2.52","346722638220"
"003080","SB성보","KOSPI","화학","2705","-5","-0.18","54154100000"
"005090","SGC에너지","KOSPI","전기·가스","30850","1750","6.01","444527923050"
"001380","SG글로벌","KOSPI","운송장비·부품","1660","10","0.61","74640477380"
"004060","SG세계물산","KOSPI","유통","433","-27","-5.87","87650007680"
"001770","SHD","KOSPI","금속","17500","-480","-2.67","21260365000"
"002360","SH에너지화학","KOSPI","화학","353","2","0.57","39230206690"
"009160","SIMPAC","KOSPI","금속","5260","40","0.77","343851291680"
"033530","SJG세종","KOSPI","운송장비·부품","10750","120","1.13","299075330750"
"123700","SJM","KOSPI","운송장비·부품","3720","45","1.22","58050220560"
"025530","SJM홀딩스","KOSPI","유통","3700","100","2.78","55255829600"
"034730","SK","KOSPI","기타금융","330500","500","0.15","23962143341500"
"011790","SKC","KOSPI","화학","111700","-2300","-2.02","4229888886600"
"018670","SK가스","KOSPI","유통","224000","1500","0.67","2070934656000"
"001740","SK네트웍스","KOSPI","유통","5050","-190","-3.63","1117453405100"
"006120","SK디스커버리","KOSPI","기타금융","57100","3400","6.33","1047662520500"
"006125","SK디스커버리우","KOSPI","기타금융","38900","600","1.57","51054499500"
"210980","SK디앤디","KOSPI","부동산","12720","0","0.00","236813099040"
"395400","SK리츠","KOSPI","부동산","5480","-50","-0.90","1646672979600"
"302440","SK바이오사이언스","KOSPI","제약","50400","1050","2.13","3953108930400"
"326030","SK바이오팜","KOSPI","일반서비스","111600","1900","1.73","8739758700000"
"402340","SK스퀘어","KOSPI","기타금융","543000","-20000","-3.55","71723303445000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","25800","-100","-0.39","2110107180000"
"100090","SK오션플랜트","KOSPI","금속","18070","800","4.63","1128979791030"
"03473K","SK우","KOSPI","기타금융","238000","1500","0.63","134740130000"
"096770","SK이노베이션","KOSPI","화학","111800","2100","1.91","18900101698400"
"096775","SK이노베이션우","KOSPI","화학","70900","900","1.29","88513403400"
"475150","SK이터닉스","KOSPI","건설","23100","500","2.21","779718370200"
"001510","SK증권","KOSPI","증권","936","33","3.65","442344400056"
"001515","SK증권우","KOSPI","증권","2730","25","0.92","10681163220"
"285130","SK케미칼","KOSPI","화학","65900","400","0.61","1139988679400"
"28513K","SK케미칼우","KOSPI","화학","28800","400","1.41","60924355200"
"017670","SK텔레콤","KOSPI","통신","73700","300","0.41","15830026906100"
"000660","SK하이닉스","KOSPI","전기·전자","876000","-11000","-1.24","637730071740000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","49650","0","0.00","1650996406050"
"064960","SNT모티브","KOSPI","운송장비·부품","34800","850","2.50","923601465600"
"100840","SNT에너지","KOSPI","기계·장비","43900","-600","-1.35","907886373700"
"036530","SNT홀딩스","KOSPI","기타금융","60500","2000","3.42","986385103000"
"005610","SPC삼립","KOSPI","음식료·담배","51400","900","1.78","443531062600"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","6300","290","4.83","45177501600"
"077970","STX엔진","KOSPI","기계·장비","32650","1000","3.16","1310834256950"
"002820","SUN&L","KOSPI","종이·목재","2455","25","1.03","30952612995"
"084870","TBH글로벌","KOSPI","섬유·의류","1204","0","0.00","25111610076"
"002710","TCC스틸","KOSPI","금속","16600","-340","-2.01","435147370200"
"069260","TKG휴켐스","KOSPI","화학","21150","-50","-0.24","864582136200"
"007980","TP","KOSPI","섬유·의류","1984","15","0.76","101531457920"
"002900","TYM","KOSPI","기계·장비","7510","210","2.88","310914000000"
"024070","WISCOM","KOSPI","화학","1851","47","2.61","28369236738"
"037270","YG PLUS","KOSPI","IT 서비스","7250","-40","-0.55","461557547500"
"139130","iM금융지주","KOSPI","기타금융","18510","640","3.58","2973161031330"
"000500","가온전선","KOSPI","전기·전자","87300","-500","-0.57","1444213939500"
"000860","강남제비스코","KOSPI","화학","17030","490","2.96","221390000000"
"035250","강원랜드","KOSPI","오락·문화","18400","410","2.28","3936505200000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","1933","11","0.57","53253461852"
"002100","경농","KOSPI","화학","9540","-70","-0.73","186245365500"
"009450","경동나비엔","KOSPI","전기·전자","61500","1000","1.65","895968408000"
"267290","경동도시가스","KOSPI","전기·가스","22500","150","0.67","132646635000"
"012320","경동인베스트","KOSPI","기타금융","68900","2400","3.61","162950084700"
"000050","경방","KOSPI","유통","10730","370","3.57","294165847100"
"214390","경보제약","KOSPI","제약","5940","270","4.76","142006748400"
"012610","경인양행","KOSPI","화학","4850","120","2.54","201839370250"
"009140","경인전자","KOSPI","전기·전자","20400","250","1.24","32044258800"
"013580","계룡건설","KOSPI","건설","24550","1700","7.44","219253766850"
"012200","계양전기","KOSPI","기계·장비","8510","720","9.24","231666274790"
"012205","계양전기우","KOSPI","기계·장비","7350","250","3.52","8592730650"
"002140","고려산업","KOSPI","음식료·담배","2530","5","0.20","63096745250"
"010130","고려아연","KOSPI","금속","1701000","-8000","-0.47","35504920269000"
"002240","고려제강","KOSPI","금속","23800","950","4.16","642600000000"
"009290","광동제약","KOSPI","제약","6250","140","2.29","311248800000"
"017040","광명전기","KOSPI","전기·전자","1437","-42","-2.84","62276152755"
"017900","광전자","KOSPI","전기·전자","1927","-18","-0.93","111657631301"
"037710","광주신세계","KOSPI","유통","34850","1000","2.95","277308071500"
"030610","교보증권","KOSPI","증권","12690","570","4.70","1446189975090"
"339770","교촌에프앤비","KOSPI","유통","4695","55","1.19","234586050600"
"007690","국도화학","KOSPI","화학","38500","600","1.58","356542032000"
"002720","국제약품","KOSPI","제약","4625","45","0.98","97864223000"
"083420","그린케미칼","KOSPI","화학","6280","50","0.80","150720000000"
"014530","극동유화","KOSPI","화학","3630","50","1.40","126575994600"
"014280","금강공업","KOSPI","금속","6230","-20","-0.32","182721894110"
"014285","금강공업우","KOSPI","금속","8050","170","2.16","4748493750"
"008870","금비","KOSPI","비금속","49500","600","1.23","49500000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","4920","420","9.33","182024059200"
"002995","금호건설우","KOSPI","건설","15750","350","2.27","4603189500"
"011780","금호석유화학","KOSPI","화학","139000","400","0.29","3618412138000"
"011785","금호석유화학우","KOSPI","화학","66800","700","1.06","201968864800"
"214330","금호에이치티","KOSPI","운송장비·부품","530","8","1.53","115564650300"
"001210","금호전기","KOSPI","전기·전자","887","0","0.00","54598395339"
"073240","금호타이어","KOSPI","화학","7360","450","6.51","2114235712320"
"092440","기신정기","KOSPI","기계·장비","2355","35","1.51","68766000000"
"000270","기아","KOSPI","운송장비·부품","154700","900","0.59","60396890790600"
"024110","기업은행","KOSPI","은행","24150","650","2.77","19257834736350"
"013700","까뮤이앤씨","KOSPI","건설","1547","16","1.05","92434534010"
"004540","깨끗한나라","KOSPI","종이·목재","1921","20","1.05","71539371253"
"004545","깨끗한나라우","KOSPI","종이·목재","11010","30","0.27","4031421600"
"001260","남광토건","KOSPI","건설","8800","80","0.92","86526633600"
"008350","남선알미늄","KOSPI","금속","1284","18","1.42","165737551560"
"008355","남선알미우","KOSPI","금속","15100","-280","-1.82","4649139000"
"004270","남성","KOSPI","유통","813","-7","-0.85","29440486080"
"003920","남양유업","KOSPI","음식료·담배","51100","1800","3.65","306600000000"
"003925","남양유업우","KOSPI","음식료·담배","34450","450","1.32","68900000000"
"025860","남해화학","KOSPI","화학","7190","20","0.28","357190881170"
"005720","넥센","KOSPI","화학","6950","150","2.21","372130640150"
"005725","넥센우","KOSPI","화학","4775","15","0.32","17192865000"
"002350","넥센타이어","KOSPI","화학","9730","530","5.76","950308443210"
"002355","넥센타이어1우B","KOSPI","화학","4320","195","4.73","28080000000"
"092790","넥스틸","KOSPI","금속","11190","70","0.63","290962380000"
"251270","넷마블","KOSPI","IT 서비스","56500","1000","1.80","4856372863000"
"090350","노루페인트","KOSPI","화학","9200","140","1.55","184000000000"
"090355","노루페인트우","KOSPI","화학","13130","480","3.79","6080844380"
"000320","노루홀딩스","KOSPI","기타금융","24100","100","0.42","320316739100"
"000325","노루홀딩스우","KOSPI","기타금융","32000","50","0.16","7793888000"
"006280","녹십자","KOSPI","제약","169100","-300","-0.18","1976193575800"
"005250","녹십자홀딩스","KOSPI","일반서비스","15610","230","1.50","734110358100"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","24800","300","1.22","20980552000"
"004370","농심","KOSPI","음식료·담배","441500","14000","3.27","2685486443000"
"072710","농심홀딩스","KOSPI","기타금융","93500","1600","1.74","433633365000"
"058730","다스코","KOSPI","금속","3565","175","5.16","67339074665"
"030210","다올투자증권","KOSPI","증권","4105","100","2.50","250040090130"
"023590","다우기술","KOSPI","IT 서비스","52200","900","1.75","2342037407400"
"145210","다이나믹디자인","KOSPI","기계·장비","454","4","0.89","19175447272"
"483650","달바글로벌","KOSPI","화학","171700","-1900","-1.09","2127820580500"
"019680","대교","KOSPI","일반서비스","1744","24","1.40","147721770400"
"019685","대교우B","KOSPI","일반서비스","1156","4","0.35","22457600440"
"006370","대구백화점","KOSPI","유통","5270","150","2.93","57029889970"
"008060","대덕","KOSPI","기타금융","11100","50","0.45","376180665000"
"00806K","대덕1우","KOSPI","기타금융","9190","50","0.55","11141560830"
"353200","대덕전자","KOSPI","전기·전자","57700","-3200","-5.25","2851356572500"
"35320K","대덕전자1우","KOSPI","전기·전자","16250","-390","-2.34","34052183750"
"000490","대동","KOSPI","기계·장비","11690","410","3.63","336986051850"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","5780","370","6.84","96365547200"
"006570","대림통상","KOSPI","금속","2085","-20","-0.95","31744125000"
"001680","대상","KOSPI","음식료·담배","23000","400","1.77","796904575000"
"001685","대상우","KOSPI","음식료·담배","17430","110","0.64","23882986890"
"084690","대상홀딩스","KOSPI","기타금융","10170","170","1.70","368281511460"
"084695","대상홀딩스우","KOSPI","기타금융","14180","190","1.36","12953174760"
"128820","대성산업","KOSPI","유통","8800","240","2.80","398072206400"
"117580","대성에너지","KOSPI","전기·가스","8100","80","1.00","222750000000"
"016710","대성홀딩스","KOSPI","일반서비스","8770","210","2.45","141104555430"
"0030R0","대신밸류리츠","KOSPI","기타금융","4545","30","0.66","271700100000"
"003540","대신증권","KOSPI","증권","35500","4200","13.42","1802455700000"
"003547","대신증권2우B","KOSPI","증권","23400","1050","4.70","234000000000"
"003545","대신증권우","KOSPI","증권","24350","1200","5.18","633100000000"
"009190","대양금속","KOSPI","금속","1397","-27","-1.90","60340097125"
"014160","대영포장","KOSPI","종이·목재","1083","24","2.27","117391296567"
"047040","대우건설","KOSPI","건설","7060","1290","22.36","2934295824280"
"003090","대웅","KOSPI","제약","26250","1000","3.96","1526226975000"
"069620","대웅제약","KOSPI","제약","178900","10100","5.98","2072838267500"
"000430","대원강업","KOSPI","운송장비·부품","4055","85","2.14","251410000000"
"006340","대원전선","KOSPI","전기·전자","3670","-90","-2.39","282864042570"
"006345","대원전선우","KOSPI","전기·전자","3555","-25","-0.70","9318366000"
"003220","대원제약","KOSPI","제약","11750","170","1.47","263524100250"
"024890","대원화성","KOSPI","화학","811","19","2.40","33453062272"
"002880","대유에이텍","KOSPI","운송장비·부품","1026","1","0.10","47990118870"
"012800","대창","KOSPI","금속","1391","28","2.05","126776434109"
"015230","대창단조","KOSPI","운송장비·부품","6820","230","3.49","194862608600"
"001070","대한방직","KOSPI","섬유·의류","6730","100","1.51","35669000000"
"006650","대한유화","KOSPI","화학","147800","2300","1.58","960700000000"
"001440","대한전선","KOSPI","전기·전자","31100","-450","-1.43","5798511030000"
"084010","대한제강","KOSPI","금속","13510","20","0.15","464360261960"
"001790","대한제당","KOSPI","음식료·담배","2850","25","0.88","255635253000"
"001795","대한제당우","KOSPI","음식료·담배","2455","10","0.41","15915175800"
"001130","대한제분","KOSPI","음식료·담배","145000","-3000","-2.03","245050000000"
"439260","대한조선","KOSPI","운송장비·부품","75300","1600","2.17","2901031293600"
"003490","대한항공","KOSPI","운송·창고","24950","750","3.10","9187105491950"
"003495","대한항공우","KOSPI","운송·창고","24000","250","1.05","26659056000"
"005880","대한해운","KOSPI","운송·창고","2215","110","5.23","714885358100"
"003830","대한화섬","KOSPI","화학","118600","2400","2.07","157500800000"
"016090","대현","KOSPI","섬유·의류","1711","37","2.21","75767032410"
"069460","대호에이엘","KOSPI","금속","959","-411","-30.00","83502001968"
"475560","더본코리아","KOSPI","유통","24150","150","0.63","356855856000"
"192080","더블유게임즈","KOSPI","IT 서비스","56400","-200","-0.35","1194183595200"
"012510","더존비즈온","KOSPI","IT 서비스","84300","-600","-0.71","2561268691200"
"004830","덕성","KOSPI","화학","4890","25","0.51","76675200000"
"004835","덕성우","KOSPI","화학","6940","90","1.31","9660480000"
"145720","덴티움","KOSPI","의료·정밀기기","49900","900","1.84","552334617000"
"002150","도화엔지니어링","KOSPI","일반서비스","6560","40","0.61","221203200000"
"460850","동국씨엠","KOSPI","금속","5540","130","2.40","165638554240"
"460860","동국제강","KOSPI","금속","8610","160","1.89","427125026370"
"001230","동국홀딩스","KOSPI","기타금융","7920","300","3.94","251859825360"
"023450","동남합성","KOSPI","화학","31600","150","0.48","110600000000"
"004140","동방","KOSPI","운송·창고","2595","75","2.98","124486732770"
"007590","동방아그로","KOSPI","화학","5900","50","0.85","80343704300"
"005960","동부건설","KOSPI","건설","6710","190","2.91","153972108730"
"005965","동부건설우","KOSPI","건설","20300","100","0.50","4582359600"
"026960","동서","KOSPI","유통","27100","600","2.26","2701870000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","4415","50","1.15","221530532265"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","109000","3900","3.71","712471306000"
"170900","동아에스티","KOSPI","제약","55300","100","0.18","517201600300"
"028100","동아지질","KOSPI","건설","18290","280","1.55","244893991580"
"001520","동양","KOSPI","비금속","944","6","0.64","225317755472"
"001527","동양2우B","KOSPI","비금속","9080","-20","-0.22","2801806520"
"084670","동양고속","KOSPI","운송·창고","57400","-2500","-4.17","166205660600"
"082640","동양생명","KOSPI","보험","7450","180","2.48","1202121458250"
"001525","동양우","KOSPI","비금속","4805","-45","-0.93","2968197455"
"018500","동원금속","KOSPI","운송장비·부품","1600","36","2.30","74807892800"
"006040","동원산업","KOSPI","기타금융","44000","900","2.09","1942511384000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","5990","50","0.84","27876291950"
"014820","동원시스템즈","KOSPI","화학","29000","-550","-1.86","840747178000"
"014825","동원시스템즈우","KOSPI","화학","17310","60","0.35","4571761410"
"111380","동인기연","KOSPI","섬유·의류","15880","1040","7.01","97312640000"
"163560","동일고무벨트","KOSPI","화학","7290","20","0.28","101331000000"
"004890","동일산업","KOSPI","금속","38900","750","1.97","94340863500"
"002690","동일제강","KOSPI","금속","1627","32","2.01","33028685720"
"000020","동화약품","KOSPI","제약","6170","70","1.15","172337169900"
"000150","두산","KOSPI","기타금융","878000","-7000","-0.79","14218187130000"
"000157","두산2우B","KOSPI","기타금융","409000","-2000","-0.49","365252542000"
"454910","두산로보틱스","KOSPI","기계·장비","104100","300","0.29","6747759918000"
"241560","두산밥캣","KOSPI","기계·장비","62200","1000","1.63","5962247243000"
"034020","두산에너빌리티","KOSPI","기계·장비","94100","-1300","-1.36","60276803838600"
"000155","두산우","KOSPI","기타금융","473500","-6000","-1.25","1892324757000"
"336260","두산퓨얼셀","KOSPI","전기·전자","34600","-1400","-3.89","2266082919600"
"33626K","두산퓨얼셀1우","KOSPI","전기·전자","7210","10","0.14","96355882000"
"33626L","두산퓨얼셀2우B","KOSPI","전기·전자","10080","0","0.00","30101904000"
"016740","두올","KOSPI","운송장비·부품","4870","-75","-1.52","139642496880"
"192650","드림텍","KOSPI","전기·전자","7850","-150","-1.88","541242004100"
"024090","디씨엠","KOSPI","금속","11940","60","0.51","136116000000"
"003160","디아이","KOSPI","의료·정밀기기","36600","-600","-1.61","1035780000000"
"092200","디아이씨","KOSPI","운송장비·부품","10350","100","0.98","402496689150"
"377190","디앤디플랫폼리츠","KOSPI","부동산","3330","40","1.22","294372000000"
"013570","디와이","KOSPI","기타금융","5360","70","1.32","141073232880"
"024900","디와이덕양","KOSPI","운송장비·부품","2135","45","2.15","69526232300"
"210540","디와이파워","KOSPI","기계·장비","14940","900","6.41","164963117520"
"032350","롯데관광개발","KOSPI","일반서비스","26250","-300","-1.13","2087911455000"
"089860","롯데렌탈","KOSPI","일반서비스","33200","750","2.31","1205471681600"
"330590","롯데리츠","KOSPI","부동산","4500","50","1.12","1300359978000"
"000400","롯데손해보험","KOSPI","보험","1775","49","2.84","550846968000"
"023530","롯데쇼핑","KOSPI","유통","113500","14700","14.88","3210773692500"
"020150","롯데에너지머티리얼즈","KOSPI","전기·전자","45300","50","0.11","2372155473900"
"280360","롯데웰푸드","KOSPI","음식료·담배","126100","3400","2.77","1173306781400"
